date,position,country,song,winning chance,BET365,UNIBET,COOL BET,BETFAIR SPORT,SKY BET, BETSSON ,LAD BROKES,COMEON, * SMARKETS,888 SPORT,BOYLE SPORTS,BET FRED,10BET,BETWAY, WILLIAM  HILL,BETFAIR*  EXCHANGE ,BWIN
2023-03-27,18,Australia,Voyager - Promise,1%,126.0,201.0,101.0,151.0,151.0,150.0,151.0,101.0,200.0,101.0,126.0,101.0,101.0,126.0,101.0,230.0,101.0
2023-03-27,19,Netherlands,Nicolai & Cooper - Burning Daylight,1%,151.0,151.0,101.0,151.0,151.0,150.0,151.0,151.0,200.0,101.0,126.0,101.0,151.0,151.0,151.0,230.0,101.0
2023-03-27,20,Germany,Lord Of The Lost - Blood & Glitter,1%,101.0,201.0,126.0,151.0,151.0,150.0,101.0,151.0,200.0,101.0,126.0,201.0,151.0,151.0,101.0,230.0,101.0
2023-03-27,21,Slovenia,Joker Out - Carpe Diem,<1%,126.0,151.0,151.0,251.0,151.0,100.0,101.0,101.0,230.0,151.0,201.0,201.0,101.0,251.0,126.0,260.0,101.0
2023-03-27,22,Estonia,Alika - Bridges,<1%,151.0,201.0,101.0,201.0,201.0,150.0,201.0,201.0,220.0,51.0,151.0,201.0,201.0,201.0,151.0,250.0,101.0
2023-03-27,23,Ireland,Wild Youth - We Are One,<1%,251.0,251.0,301.0,151.0,301.0,250.0,151.0,151.0,280.0,101.0,67.0,201.0,151.0,201.0,101.0,500.0,101.0
2023-03-27,24,Poland,Blanka - Solo,<1%,201.0,201.0,201.0,151.0,251.0,150.0,201.0,201.0,260.0,201.0,151.0,201.0,201.0,151.0,201.0,400.0,101.0
2023-03-27,25,Iceland,Diljá - Power,<1%,251.0,201.0,151.0,251.0,201.0,150.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,151.0,201.0,640.0,101.0
2023-03-27,26,Portugal,Mimicat - Ai Coração,<1%,251.0,201.0,251.0,201.0,301.0,250.0,201.0,201.0,270.0,101.0,201.0,201.0,201.0,201.0,151.0,480.0,101.0
2023-03-27,27,Azerbaijan,TuralTuranX - Tell Me More,<1%,251.0,201.0,301.0,201.0,301.0,250.0,201.0,151.0,290.0,101.0,201.0,201.0,151.0,151.0,251.0,1000.0,101.0
2023-03-27,28,Denmark,Reiley - Breaking My Heart,<1%,251.0,251.0,251.0,201.0,301.0,250.0,201.0,201.0,280.0,101.0,251.0,201.0,201.0,201.0,201.0,860.0,101.0
2023-03-27,29,Greece,Victor Vernicos - What They Say,<1%,251.0,251.0,251.0,251.0,301.0,250.0,201.0,201.0,280.0,101.0,201.0,201.0,201.0,201.0,251.0,550.0,101.0
2023-03-27,30,Cyprus,Andrew Lambrou - Break a Broken Heart,<1%,251.0,251.0,201.0,251.0,301.0,250.0,201.0,201.0,280.0,251.0,201.0,201.0,201.0,201.0,251.0,600.0,101.0
2023-03-27,31,Malta,The Busker - Dance (Our Own Party),<1%,251.0,251.0,301.0,251.0,501.0,200.0,201.0,201.0,290.0,151.0,201.0,201.0,201.0,251.0,201.0,1000.0,101.0
2023-03-27,32,Belgium,Gustaph - Because of You,<1%,251.0,251.0,301.0,251.0,401.0,250.0,201.0,251.0,290.0,151.0,251.0,201.0,251.0,251.0,201.0,1000.0,101.0
2023-03-27,33,San Marino,Piqued Jacks - Like An Animal,<1%,251.0,251.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,151.0,1000.0,101.0
2023-03-27,34,Lithuania,Monika Linkytė - Stay,<1%,251.0,501.0,301.0,251.0,501.0,250.0,201.0,251.0,290.0,101.0,201.0,201.0,251.0,251.0,251.0,1000.0,101.0
2023-03-27,35,Latvia,Sudden Lights - Aijā,<1%,251.0,501.0,301.0,251.0,501.0,250.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,176.0,251.0,1000.0,101.0
2023-03-27,36,Albania,Albina & Familja Kelmendi - Duje,<1%,301.0,251.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,201.0,201.0,201.0,251.0,301.0,251.0,1000.0,301.0
2023-03-27,37,Romania,Theodor Andrei - D.G.T. (Off and On),<1%,301.0,501.0,301.0,251.0,501.0,300.0,251.0,251.0,290.0,151.0,251.0,201.0,251.0,301.0,201.0,1000.0,301.0
